StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,dismiss_1,research_stage,Q22,Q22_6_TEXT,feeling_stage_1,feeling_stage_2,feeling_stage_3,feeling_stage_4,feeling_stage_5,feeling_stage_6,feeling_stage_7,feeling_stage_8,feeling_stage_9,feeling_stage_10,feeling_stage_11,feeling_stage_12,feeling_stage_13,feeling_stage_14,feeling_stage_15,feeling_stage_16,feeling_stage_17,feeling_stage_18,feeling_stage_19,feeling_stage_20,cause_stage,feeling_general_1,cause_general,category_of_work,position,area,gender,age,country,country_other
2026-02-12 22:46:40,2026-02-12 22:51:40,IP Address,100,299,True,2026-02-12 22:51:40,R_4KxPKNzTRoAJfkR,email,EN,Yes,Data collection,,,5,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pride. The project is very positive and has the potential to change management internationally.,1,The red tape is overwhelming,Clinical research,Full professor,Health sciences,Man,65,Australia,
2026-02-12 23:25:41,2026-02-12 23:42:15,IP Address,100,994,True,2026-02-12 23:42:16,R_1dMuXNRgUVcIIqV,email,EN,Yes,Waiting for journal's response and revisions,,,7,1,3,3,2,3,1,1,3,6,0,0,0,0,0,0,0,0,0,0,"My feelings of interest and compassion are due to my sense of responsibility to help my student to publish her studies, which will be important for her career development. Compassion is a feeling stemming from understanding the difficulties in publishing in ""high impact journal"" in scientific enterprise, which has a real-life consequence for a trainee's future career. ",3,"I have learned so much from the process of scientific enquiry, which helped me to understand the truth of reality.",Lab/online research,Associate professor,Health sciences,Woman,61,United States of America,
2026-02-13 00:37:11,2026-02-13 00:39:04,IP Address,100,113,True,2026-02-13 00:39:05,R_6QXL3IQYEPzsTak,anonymous,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,3,7,7,7,7,6,6,6,6,3,5,5,5,5,1,1,1,1,1,,2,,Field research,PhD student,Social sciences,Woman,31,United States of America,
2026-02-13 01:06:27,2026-02-13 01:13:30,IP Address,100,422,True,2026-02-13 01:13:31,R_7gm5sa2DD7UTpsZ,email,EN,Yes,Data collection,,,3,4,3,4,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,Contentment: the topic is designed by myself,-2,"too much tasks, and the intense pressure of publication, evaluation, and promotion competition has led to a sense of urgency about the immense uncertainty surrounding one's professional future.",Lab/online research,Assistant professor,Social sciences,Man,36,China,
2026-02-13 01:58:42,2026-02-13 02:02:50,IP Address,100,248,True,2026-02-13 02:02:51,R_5RX7pMiQeXvzAsK,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,6,5,3,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Creation and learning are pleasurable,1,It is a slow process and I don’t have enough time to do it but I still enjoy it,Clinical research,Assistant professor,Health sciences,Man,47,Canada,
2026-02-13 03:56:24,2026-02-13 03:59:50,IP Address,100,205,True,2026-02-13 03:59:50,R_98NjghhCbcfKuw2,email,EN,Yes,Waiting for journal's response and revisions,,,7,1,7,7,7,7,6,6,5,0,5,0,7,0,5,0,0,0,0,5,,2,,Lab/online research,Associate professor,Health sciences,Woman,55,Turkey,
2026-02-13 06:56:38,2026-02-13 07:08:28,IP Address,100,709,True,2026-02-13 07:08:28,R_3uo1CDk9V4EDUWt,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted and published,,0,0,6,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Pride: publishing a paper that received strong reviews makes me feel that I chose the correct career path and that others value my contributions.,2,Supportive colleagues,Lab/online research,Full professor,Life sciences,Man,73,United States of America,
2026-02-13 07:48:00,2026-02-13 07:51:09,IP Address,100,188,True,2026-02-13 07:51:09,R_2MuOrrjYCnawAbn,email,EN,Yes,Report writing,,,5,6,5,5,5,5,5,5,6,4,4,6,5,6,5,6,6,5,5,3,A lot of pressure in doing things great,-1,Very stressful to investigate and do clinical at the same time,Clinical research,PhD student,Physical sciences,Woman,30,Spain,
2026-01-13 10:10:36,2026-01-13 10:11:05,IP Address,24,28,False,2026-02-13 10:11:06,R_2CIhq7dMVQTD6q5,anonymous,EN,Yes,Project genesis/ first thoughts/ idea creation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13 10:07:37,2026-02-13 10:20:37,IP Address,100,779,True,2026-02-13 10:20:38,R_8UwB6zWPmxyuPfj,email,EN,Yes,Data collection,,,7,1,6,2,1,3,4,7,4,7,5,2,1,0,4,1,0,0,0,0,"I'm exploring researchers experiences of emotionally demanding research. The feelings are mixed, giving me a sense of purpose, admirations and compassion towards PGR students and colleagues, but also feelings dissapoited due to lack of support. Reeinforcing the need to better explore this area. ",3,My research is meaningful because I work on understanding people' experiences either related to health or research. I always aim to impact positevely how people can be better understood and supported.,Clinical research,Assistant professor,Health sciences,Woman,45,United Kingdom of Great Britain and Northern Ireland,
2026-02-13 12:42:01,2026-02-13 12:46:42,IP Address,100,280,True,2026-02-13 12:46:42,R_3a8IrF5mB1ocoVz,email,EN,Yes,Report writing,,,5,2,5,4,5,5,2,3,3,4,0,0,3,0,0,0,0,0,0,0,"Pleasure - writing a project that im truly interested in furthering, following on a project I should have said no to.",2,"choosing a career that interests me, that i generally enjoy doing. Finding answers to questions about life and health ",Field research,Associate professor,Health sciences,Woman,52,United States of America,
2026-02-13 12:41:09,2026-02-13 12:58:47,IP Address,100,1058,True,2026-02-13 12:58:48,R_8dMBFBvjmnFpnQu,email,EN,Yes,Data collection,,,4,1,5,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Proud to finish data collection (reach a goal),1,I believe in myself as a researcher,Clinical research,PhD student,Life sciences,Man,40,Belgium,
2026-02-13 13:27:32,2026-02-13 13:33:46,IP Address,100,373,True,2026-02-13 13:33:46,R_8tfMsmjQDUFDq2v,email,EN,Yes,Waiting for journal's response and revisions,,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,0,0,2,"regret and anger that i was putting myself though this stress and anguish, disappointment at the anticipation of rejection, and fear of rejection and being made foolish. ",-2,Lack of opportunity to do the things I want to achieve in research,Field research,Postdoc,Health sciences,Man,60,United Kingdom of Great Britain and Northern Ireland,
2026-02-13 14:29:11,2026-02-13 14:38:50,IP Address,100,579,True,2026-02-13 14:38:51,R_8DPfeWxJx6OdgQ1,email,EN,Yes,Revisions,,,4,0,5,4,4,6,0,0,6,0,0,0,1,0,0,1,0,0,0,2,The cause of relief is that I was able to address revisions required by reviewers and supervisors and that they were only minor and did not require changes of analyses or interpretations.,2,"Researchs allows me to work ideologically, dive into topics deeply, understand processes and constructs, collaborate with others and can be rewarding. But sometimes, it also causes distress and frustration, which is why I didn't choose the highest possible rating.",Lab/online research,PhD student,Life sciences,Woman,31,Germany,
2026-02-13 16:02:35,2026-02-13 16:08:05,IP Address,100,330,True,2026-02-13 16:08:05,R_1eCwhdMfzqkKK09,email,EN,Yes,Report writing,,,6,2,5,5,4,4,2,0,3,0,0,0,0,1,1,1,0,0,0,0,"When writing this manuscript, I was deeply interested in the topic and the best way to communicate the study findings so they could be of use to policy-makers.",2,I enjoy the work and the impact it may have on the field and on practice.,Field research,Non-academic researcher,Social sciences,Woman,50,United States of America,
2026-02-13 16:30:10,2026-02-13 16:37:03,IP Address,100,412,True,2026-02-13 16:37:03,R_11LyHkqYfd2niV9,email,EN,Yes,Report writing,,,5,4,5,4,5,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,I enjoyed the colleagues I worked with.,3,Have been fortunate to have many research opportunities and impacts.,Clinical research,Full professor,Health sciences,Man,60,United States of America,
2026-01-13 16:56:12,2026-01-13 16:56:27,IP Address,6,14,False,2026-02-13 16:56:28,R_2U31JxZBDQsw8Jb,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13 17:47:39,2026-02-13 17:55:02,IP Address,100,442,True,2026-02-13 17:55:02,R_8y1oV5JSBWsJzBU,email,EN,Yes,Revisions,,,6,5,6,6,6,7,6,6,7,6,0,0,0,0,0,0,0,0,0,0,,2,Unique thoughts,Lab/online research,Research assistant,Social sciences,Man,28,Hungary,
2026-01-13 18:20:14,2026-01-13 18:25:32,IP Address,6,318,False,2026-02-13 18:25:34,R_8rCpakcCYXlBN05,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13 17:59:37,2026-02-13 20:43:38,IP Address,100,9841,True,2026-02-13 20:43:39,R_7TEPk9HaN6QEDIt,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,3,5,3,4,5,1,3,5,4,7,0,3,3,7,7,7,4,0,7,"The sadness I feel is due to the changes in my ability to conduct my work due to ongoing funding and resource constraints. I had much bigger plans that I am no longer able to complete. ",3,I love my work. I am currently struggling with a difficult research environment and occasionally think about other fields. But I am drawn back to really enjoying my current work and its potential to help people.,Clinical research,Associate professor,Health sciences,Woman,36,United States of America,
2026-02-13 22:34:51,2026-02-13 22:39:34,IP Address,100,282,True,2026-02-13 22:39:34,R_5O8g6vi82UfzbkR,email,EN,Yes,Data analysis,,,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,,3,,Clinical research,Research assistant,Health sciences,Man,58,United States of America,
2026-02-14 08:55:33,2026-02-14 08:58:11,IP Address,100,158,True,2026-02-14 08:58:11,R_2YsoaMGed6RUOg8,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,6,6,7,6,6,3,3,3,1,1,5,0,0,0,0,0,0,0,0,5,,0,,Clinical research,Research assistant,Health sciences,Woman,26,Iran,
2026-01-30 01:15:33,2026-02-14 11:50:06,IP Address,100,1334072,True,2026-02-14 11:50:06,R_1q3rhnnQX2tMBps,email,EN,Yes,Revisions,,,4,0,3,1,0,0,0,0,4,0,0,0,3,0,2,0,0,0,0,1,Relief that the manuscript was not rejected,-2,"Overworked, recurrent rejection",Clinical research,Associate professor,Health sciences,Woman,49,Canada,
2026-02-15 14:18:14,2026-02-15 14:25:43,IP Address,100,448,True,2026-02-15 14:25:43,R_81n4uMYW26kP7NL,email,EN,Yes,Data collection,,,7,3,3,0,0,0,0,0,0,0,7,0,7,7,7,0,7,7,3,3,the attitude of collaborators not engaged in the involvement in the project,2,satisfaction from results of my research,Clinical research,Full professor,Health sciences,Man,68,Poland,
2026-02-15 19:51:10,2026-02-15 19:53:17,IP Address,100,126,True,2026-02-15 19:53:18,R_7odAn8uKLcKHWoh,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,7,7,7,7,7,7,7,7,7,0,2,2,0,3,3,3,0,0,3,,0,,Lab/online research,Full professor,Life sciences,Man,51,United States of America,
2026-02-15 23:41:56,2026-02-15 23:46:39,IP Address,100,283,True,2026-02-15 23:46:40,R_1rDihwZURx5TNjK,email,EN,Yes,Revisions,,,5,5,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Absorption in the project that I am involved in.,3,My contribution to society,Lab/online research,Full professor,Social sciences,Man,86,Canada,
2026-02-16 00:57:20,2026-02-16 00:59:12,IP Address,100,111,True,2026-02-16 00:59:12,R_8v1AkylKDyJNs7o,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,7,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,,Clinical research,Associate professor,Health sciences,Woman,,United Kingdom of Great Britain and Northern Ireland,
2026-02-16 07:18:29,2026-02-16 08:11:07,IP Address,100,3157,True,2026-02-16 08:11:07,R_6GTuWC6rNiisYEu,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,0,4,0,2,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,"Synopsis for thesis of MD student-- a mandatory work, delayed this year due to unavoidable reasons.",2,"Interested in research but limited resources available for good research/ projects. So we have to do observational academic studies only. ",Clinical research,Full professor,Health sciences,Man,52,India,
2026-02-16 09:06:58,2026-02-16 09:10:12,IP Address,100,193,True,2026-02-16 09:10:12,R_2dBoyhG9zXINvhm,email,EN,Yes,Waiting for journal's response and revisions,,,3,2,3,2,3,2,3,2,5,2,1,1,1,1,1,1,1,1,1,1,It is a more or less passive phase so the workload is less,2,"I have been conducting research along my residency programme. Luckily everything is going well until now. ",Clinical research,PhD student,Health sciences,Man,27,Netherlands,
2026-02-16 09:24:50,2026-02-16 09:27:44,IP Address,100,173,True,2026-02-16 09:27:44,R_2IP3uT55RtX8kI9,email,EN,Yes,Data collection,,,3,2,2,2,2,2,1,1,5,1,2,1,1,1,2,1,1,2,1,1,"Relief, because a small part of the job has been executed, step by step",0,,Clinical research,Assistant professor,Health sciences,Man,36,Denmark,
2026-02-16 17:13:02,2026-02-16 17:15:36,IP Address,100,153,True,2026-02-16 17:15:37,R_2BTvnknaTEI3hIZ,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,6,6,5,5,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"I like the idea of creating a new project ",2,"It is very interesting and stimulating, however it can be stressful",Clinical research,Assistant professor,Health sciences,Woman,42,Switzerland,
2026-02-17 00:53:13,2026-02-17 01:02:22,IP Address,100,549,True,2026-02-17 01:02:23,R_85zJKRA28a7WPLx,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,4,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,Lack of time due to other ongoing committements,1,Only a small proportion of my efforts yield good results,Clinical research,Full professor,Health sciences,Woman,54,Portugal,Uk
2026-02-17 17:33:39,2026-02-17 17:42:27,IP Address,100,528,True,2026-02-17 17:42:28,R_5zTJYjgRWFXTdmN,email,EN,Yes,Data analysis,,,7,5,6,5,6,6,4,5,3,7,7,3,3,0,2,0,0,1,0,1,"I enjoy my work and think it's important so I generally feel positive feelings. The analysis stage is also the easiest to get lost in and feel positive. However, I've been feeling a mixture of negative feelings like frustration, sadness, disappointment etc. as well because I know that moving forward, my work is unlikely to continue to be funded under the current administration. ",1,"I like my work, I think it's important, but I wish that my position were more secure and not completely contingent on short term grant success",Field research,Other,Health sciences,Woman,37,United States of America,
2026-02-17 19:27:47,2026-02-17 19:31:58,IP Address,100,250,True,2026-02-17 19:31:58,R_2FVrn379rbBhHy1,email,EN,Yes,Report writing,,,6,2,4,5,5,4,1,2,6,4,2,0,0,0,0,0,0,0,2,1,I feel relieved that the experiments are done and the results are coming together.,1,I like it better than doing the same work each day all over again.,Lab/online research,Assistant professor,Physical sciences,Woman,30,Hungary,
2026-02-11 20:05:43,2026-02-18 01:40:45,IP Address,100,538502,True,2026-02-18 01:40:46,R_1OkLRMQnBedlbKm,email,EN,Yes,Revisions,,,7,3,5,3,3,5,1,1,4,1,1,1,1,3,1,1,1,3,1,1,"a revision feels like progress! it's exciting to know my work can be improved (usually) through peer review and then make its way ""out there"" ",2,"flexibility of my schedule allows for work-life fit. I feel so fortunate and privileged to be a ""knowledge worker""",Clinical research,Assistant professor,Social sciences,Woman,42,United States of America,
2026-02-18 10:21:09,2026-02-18 10:24:29,IP Address,100,199,True,2026-02-18 10:24:29,R_82RFcD1JL3c5kGe,email,EN,Yes,Report writing,,,6,3,4,4,4,5,0,1,5,0,0,0,0,0,0,1,0,0,0,1,topic is interesting,3,creating something that has an impact,Clinical research,Associate professor,Social sciences,Man,50,Switzerland,
2026-02-18 20:21:04,2026-02-18 20:24:46,IP Address,100,222,True,2026-02-18 20:24:46,R_1kFELPrszHdPQ6u,anonymous,EN,Yes,Project genesis/ first thoughts/ idea creation,,,3,0,0,4,2,3,0,0,0,3,3,2,1,0,0,2,0,0,0,0,"Joy: the beginning feels good! I except more frustration to come. ",-1,Past experiences with harsh collaborators and an awful advisor,Lab/online research,Assistant professor,Health sciences,Woman,27,United States of America,
2026-02-19 12:06:46,2026-02-19 12:09:11,IP Address,100,145,True,2026-02-19 12:09:12,R_9BUL9KBJJqPVOIV,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,3,1,1,1,3,,2,,Lab/online research,Full professor,Health sciences,Man,41,China,
2026-02-19 12:07:39,2026-02-19 12:11:01,IP Address,100,201,True,2026-02-19 12:11:01,R_2NhpRHPQYt8jUe2,email,EN,Yes,Waiting for journal's response and revisions,,,5,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,"Enjoy the research aspect of my role ",Field research,Associate professor,Health sciences,Woman,60,Ireland,
2026-02-19 12:11:08,2026-02-19 12:15:27,IP Address,100,258,True,2026-02-19 12:15:28,R_3mlbnAwH1GHBKQC,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,4,1,5,3,3,4,4,4,1,4,1,1,0,0,0,0,0,0,0,0,I work with students and experience pride and joy at their successes.,3,Again I mentor a number of research students.,Clinical research,Full professor,Health sciences,Woman,70,United States of America,
2026-02-19 12:11:46,2026-02-19 12:18:45,IP Address,100,418,True,2026-02-19 12:18:45,R_2d5sFhQR0JcuJln,email,EN,Yes,Report writing,,,7,0,2,0,0,0,5,5,0,7,7,6,0,3,4,3,0,0,0,0,"My research focuses on a particularly sensitive topic and for the current project I am spending large amounts of time embedded in deeply distressing data and trying to write about it in a way that will encourage policy makers & practitioners to take action. The responsibility of this weighs heavily and there is a lack of institutional support to help me manage the impact on my own wellbeing. I feel guilty for not being able to work faster and fear that I won't be able to do justice to the stories and experiences that have been shared with me. I feel sadness, compassion, and love for those whose lives have been impacted by this issue, and I'm trying to feel compassion for myself.",3,"I enjoy the intellectual challenge of my work, I am grateful for the flexibility I am given to work in ways that suit me and on topics that I excite me. I am proud that my work is making a real difference in the world.",Field research,Associate professor,Social sciences,Woman,44,United Kingdom of Great Britain and Northern Ireland,
2026-02-19 12:12:49,2026-02-19 12:20:27,IP Address,100,457,True,2026-02-19 12:20:27,R_2rxoAbadyZ8H1Go,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,4,4,4,3,2,0,2,2,0,3,3,4,1,4,6,2,2,3,4,"Fear. I'm still an ECR and I have pressure to conduct and publish studies as soon as possible, to build my own lab, etc. Delays or possible obstacles in these processes might hinder my tenure track and lead to undesired employment/economic conditions.",1,"I feel mixed as I love designing and conducting studies, but at the same time I struggle with precarious infrastructure, administrative burdens and pressure to publish.",Lab/online research,Assistant professor,Social sciences,Woman,31,France,
2026-02-19 12:16:18,2026-02-19 12:20:38,IP Address,100,259,True,2026-02-19 12:20:38,R_2ALbND09Ph0zFkd,email,EN,Yes,Report writing,,,7,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,hapyness of discovery new things,2,"diversity of the job, excited to experience new ideas",Field research,Associate professor,Health sciences,Woman,61,Spain,
2026-02-19 12:13:06,2026-02-19 12:20:55,IP Address,100,469,True,2026-02-19 12:20:55,R_7xKNEPRqQsGNWvx,email,EN,Yes,Data collection,,,7,5,5,7,7,4,6,7,4,7,0,0,0,0,0,0,0,0,0,0,"Curiosity ",3,"Satisfaction once my hypothesis is confirmed, constant evolution of myself ",Lab/online research,Assistant professor,Life sciences,Woman,54,Canada,
2026-02-19 12:16:19,2026-02-19 12:21:09,IP Address,100,289,True,2026-02-19 12:21:09,R_2IiN1iyHqs4tXAl,email,EN,Yes,Data analysis,,,2,0,3,1,1,3,0,0,1,0,2,4,4,2,3,1,0,0,0,1,"Regretting the research project and the obligations/demands that follow it
",0,"Balancing postitives (interesting, very family compatible) with negatives (academic ego-inflating environment, very slow work progress, heavy processes, much work for small details)",Field research,PhD student,Health sciences,Man,48,Norway,
2026-02-19 12:19:03,2026-02-19 12:23:32,IP Address,100,269,True,2026-02-19 12:23:32,R_8ugwGxsgbwmFAOd,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,1,1,1,1,1,4,1,1,4,2,0,0,0,0,0,0,0,0,0,0,Contentment and relief - the IRB submission stage for several sites/countries is not the most interesting/fulfilling part of the project so relief at getting through some admin and contentment because the project is moving forwards. Frustration would have been the most appropriate emotion (but isn't in the list!),2,Interesting work that can make a difference,Clinical research,Non-academic researcher,Health sciences,Woman,44,United Kingdom of Great Britain and Northern Ireland,
2026-02-19 12:18:55,2026-02-19 12:23:33,IP Address,100,277,True,2026-02-19 12:23:34,R_2NIG71ugOFtH4EM,email,EN,Yes,Data collection,,,5,4,6,6,6,6,0,0,6,0,0,5,5,0,4,0,0,0,0,3,,2,learning new things all the time,Lab/online research,Postdoc,Life sciences,Woman,47,Germany,
2026-02-19 12:17:10,2026-02-19 12:25:05,IP Address,100,474,True,2026-02-19 12:25:05,R_8Pth6HGUgKarSST,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,7,2,2,2,2,2,0,2,1,5,0,5,0,4,0,7,0,0,0,1,"When planning projects I have to apply for several permits (animal ethical application, work environment applications, etc). This work is very far from my training and therefore often comes with large amounts of negative feelings related to fear of doing something wrong and guilt/shame of not feeling like I have the knowledge and skills to complete tasks that are expected of me. At the same time my interest in the science and compassion for the patients I am trying to help is what pushes me forward through these tasks.",3,I enjoy the diversity of the work as well as the contact with students.,Lab/online research,Postdoc,Health sciences,Woman,36,Denmark,
2026-02-19 12:20:49,2026-02-19 12:26:02,IP Address,100,313,True,2026-02-19 12:26:03,R_2t8W5k3zyl0Zknb,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,7,7,7,7,7,4,5,7,4,7,4,7,0,7,7,0,0,0,5,"fear that the project is a failure when my grant applications or collaboration offers were rejected. Also fear for the future of the project since we may run out of funding. ",2,discovery and people I work with. minus point for admin and anti-scientific regulatory measures.,Lab/online research,Assistant professor,Health sciences,Woman,37,France,
2026-02-19 12:21:21,2026-02-19 12:28:32,IP Address,100,430,True,2026-02-19 12:28:32,R_2VsztvCR53SaGUE,email,EN,Yes,Data collection,,,4,3,3,4,3,3,0,0,1,0,0,2,0,0,2,0,0,0,0,0,"Interest is the most intense. The cause is the content of the project and the knowledge gained from reading studies about the topic. ",2,"Independence, ability to conduct research in topics that I find worthwhile, ability to work together with intersting and enthusiastic people, having impact.",Clinical research,Associate professor,Health sciences,Man,51,Netherlands,
2026-02-19 12:26:54,2026-02-19 12:30:35,IP Address,100,220,True,2026-02-19 12:30:35,R_85G67xolFUt7jN4,email,EN,Yes,Revisions,,,6,5,5,6,6,6,5,6,5,4,4,4,4,3,3,3,3,3,3,3,,2,research for iproving the understanding of the mechanisms implicated,Clinical research,Full professor,Health sciences,Man,53,Spain,
2026-02-12 09:32:01,2026-02-19 12:31:50,IP Address,100,615588,True,2026-02-19 12:31:51,R_8HcVT3lvnNu6hJx,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,7,5,7,6,6,5,7,6,5,7,2,2,3,4,3,2,2,1,0,6,,3,rewarding,Field research,Full professor,Life sciences,Man,67,Netherlands,
2026-02-19 12:29:37,2026-02-19 12:33:52,IP Address,100,255,True,2026-02-19 12:33:52,R_4zdOczLBWxbOCO4,email,EN,Yes,Project genesis/ first thoughts/ idea creation,,,5,3,3,4,5,4,4,5,3,5,2,2,2,2,2,3,2,1,1,1,passion and interest,0,balance between life and reaearch,Field research,PhD student,Social sciences,Man,26,China,
2026-02-19 12:31:01,2026-02-19 12:34:28,IP Address,100,206,True,2026-02-19 12:34:28,R_847PN7b2pMF4cD2,email,EN,Yes,Report writing,,,6,5,6,4,4,4,1,1,5,4,2,0,0,0,2,1,0,0,0,0,,2,,Clinical research,Associate professor,Health sciences,Man,61,Germany,
2026-02-19 12:28:55,2026-02-19 12:34:55,IP Address,100,360,True,2026-02-19 12:34:55,R_2rmTo5sX8gzCc3D,email,EN,Yes,Data collection,,,6,4,6,7,7,7,6,0,7,6,0,1,1,0,2,0,0,0,0,0,sheer joy of doing my work,3,success,Lab/online research,Associate professor,Life sciences,Woman,60,Germany,
2026-02-19 12:39:31,2026-02-19 12:39:57,IP Address,100,26,True,2026-02-19 12:39:57,R_29pkdfHIvBv39qu,email,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-19 12:40:38,2026-02-19 12:47:39,IP Address,100,421,True,2026-02-19 12:47:40,R_5VjzPAIGz0JmgnL,email,EN,Yes,"Reality check (e.g., literature search, consultation with colleagues)",,,7,0,0,0,4,0,0,0,3,0,4,7,4,0,0,0,0,0,0,0,"High interest. I love the discovery process and considering the possibilities. ",2,"The impact I have had on the field generally and on my dad students specifically. ",Clinical research,Associate professor,Health sciences,Woman,65,United States of America,
2026-02-19 12:46:33,2026-02-19 12:52:40,IP Address,100,367,True,2026-02-19 12:52:41,R_2hApB8oSvkaylM4,email,EN,Yes,Report writing,,,6,3,0,3,4,4,1,3,5,4,3,2,4,2,3,4,5,3,1,5,"Intest = when finalizing the manuscript and trying to get an overview of all the data, I am intested in the findings. In addition, I find it interesting (but also exhausting) to discuss the findings in relation to the literature",1,"interesting, respected Job with a lot of freedom but no longterm perspective",Field research,Postdoc,Health sciences,Woman,35,Germany,
2026-02-19 12:47:32,2026-02-19 12:53:04,IP Address,100,332,True,2026-02-19 12:53:05,R_2yNKbV7PXPzb8UF,email,EN,Yes,Data analysis,,,5,4,5,5,5,5,2,2,3,3,0,2,2,1,2,3,0,1,0,1,the research question of the project is at the heart of my research interest and expertise. So I feel well equipped and eager to learn more about it,2,it provides maximum autonomy and possibilities to learn,Field research,Full professor,Social sciences,Woman,54,Germany,
2026-02-19 12:51:23,2026-02-19 12:56:05,IP Address,100,282,True,2026-02-19 12:56:06,R_7v8FljXoibznS8d,email,EN,Yes,Data collection,,,4,4,3,3,4,4,1,1,1,1,2,2,1,0,2,2,0,0,0,0,,1,,Clinical research,,,,,,
2026-02-19 12:57:45,2026-02-19 13:00:20,IP Address,100,155,True,2026-02-19 13:00:21,R_279fRlNb0xIkPC6,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,5,4,6,4,3,4,3,4,4,4,5,1,1,1,6,2,4,3,5,4,Disappointment related to burocracy,1,Excess of burocracy,Clinical research,Assistant professor,Health sciences,Man,42,Italy,
2026-02-11 12:11:58,2026-02-19 13:23:21,IP Address,100,695482,True,2026-02-19 13:23:21,R_2Hd8RteZDR5UVKc,email,EN,Yes,Report writing,,,4,3,2,2,2,2,2,2,5,2,1,1,4,1,5,0,2,2,2,4,I submitted a manuscript which was badly written by colleagues and had to work on it a lot.,1,I am on the research field of my dreams but now I have a kind of burnout.,Lab/online research,Full professor,Life sciences,Woman,49,Hungary,
2026-02-19 13:25:09,2026-02-19 13:28:06,IP Address,100,176,True,2026-02-19 13:28:06,R_2dCcGZmZSVBesi5,email,EN,Yes,"Post-project stage (the project has received a decision (accepted or rejected). At this point, it is either concluded or being revised and prepared for submission to another venue)",Accepted and published,,6,0,6,3,5,5,0,0,6,3,0,0,0,0,0,0,0,0,0,0,Relief and pride that it was published,1,Lack of confidence in abilities,Clinical research,PhD student,Health sciences,Woman,59,United Kingdom of Great Britain and Northern Ireland,
2026-02-19 13:25:48,2026-02-19 13:29:38,IP Address,100,230,True,2026-02-19 13:29:39,R_2t0b0pbwzEfA3IN,email,EN,Yes,"Preparations (IRB permit, preregistration, experiment preparations)",,,3,4,5,4,4,3,2,2,1,2,3,0,0,0,2,0,0,0,0,0,"Novelty, contribution to the body of human knowledge",1,Lack of opportunuties and guidence,Clinical research,Associate professor,Health sciences,Woman,44,Serbia,
2026-02-13 08:05:05,2026-02-19 13:42:16,IP Address,100,538631,True,2026-02-19 13:42:17,R_7IKrCNKtc2kRqTS,email,EN,Yes,Data analysis,,,7,7,7,6,6,7,6,6,5,5,2,1,0,0,0,1,1,1,0,0,"Not due to data analysis but due to decisions in other projects. ",0,"I too early to judge this. I have just a few papers. And now I’m working on projects aggressively but I’m yet to see results. It takes too much time and that’s draining. ",Field research,Postdoc,Health sciences,Man,37,South Korea,
